,"""id","""""client_id""""","""""mailing_date""""","""""subject""""","""""delivered""""","""""opened"""""
978,"""26315953","""""4191""""","""""2017-07-05 00:00:00""""","""""Tips for Posing Your Subjects"", Through The Lens: CUBA - New Episode,"" and more!""""","""""66182""""","""""14538"""""
979,"""26315952","""""4191""""","""""2016-11-13 00:00:00""""","""""Light Up the Holidays with Up To 60% OFF Deals!""""","""""44045""""","""""1695"""""
980,"""26315951","""""4191""""","""""2017-07-05 00:00:00""""","""""Tips for Posing Your Subjects"", Through The Lens: CUBA - New Episode,"" and more!""""","""""77142""""","""""3207"""""
981,"""26315950","""""4191""""","""""2017-08-16 00:00:00""""","""""Tips on Solar Eclipse Photography"","" How to Build the Home Studio""""","""""19603""""","""""5855"""""
982,"""26315949","""""4191""""","""""2017-03-15 00:00:00""""","""""GoPro Freebies Await!""""","""""12616""""","""""2177"""""
983,"""26315948","""""4191""""","""""2016-12-12 00:00:00""""","""""Shop Green Monday Gifts of Up To 63% OFF!""""","""""47516""""","""""9708"""""
986,"""26315945","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""4455""""","""""532"""""
987,"""26315944","""""4191""""","""""2016-11-14 00:00:00""""","""""ALC: 5 Tips for Learning to Shoot Without All That Equipment"","" Top Photographer Episode 2 & Best Budget Mirrorless Cameras under $500""""","""""42856""""","""""5738"""""
988,"""26315943","""""4191""""","""""2016-11-27 00:00:00""""","""""BLOWOUT going on NOW! Pre-Cyber Monday deals at unbeatable prices""""","""""21906""""","""""1142"""""
990,"""26315941","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""24609""""","""""6824"""""
991,"""26315940","""""4191""""","""""2016-11-23 00:00:00""""","""""BOGO Adorama Gift Cards + Last Chance for Early Black Friday Deals""""","""""68187""""","""""6636"""""
992,"""26315939","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""23726""""","""""7613"""""
995,"""26315936","""""4191""""","""""2016-11-25 00:00:00""""","""""BLACK FRIDAY IS ON | Up To 80% OFF Doorbusters Sitewide!""""","""""18115""""","""""6859"""""
996,"""26315935","""""4191""""","""""2016-12-26 00:00:00""""","""""Get The Gifts You Wanted & Save Up To 60%!""""","""""37017""""","""""702"""""
997,"""26315934","""""4191""""","""""2016-12-15 00:00:00""""","""""JUST EXTENDED: Save Up To 80% On Green Monday Specials!""""","""""5415""""","""""964"""""
998,"""26315933","""""4191""""","""""2016-12-16 00:00:00""""","""""It's Day 3 | You Have 10 DAYS Left to Buy a Gift!""""","""""138876""""","""""21704"""""
999,"""26315932","""""4191""""","""""2016-12-15 00:00:00""""","""""It's Day 2 | You Have 11 DAYS Left to Buy a Gift!""""","""""125283""""","""""49778"""""
1000,"""26315931","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""16363""""","""""3011"""""
1003,"""26315928","""""4191""""","""""2016-11-11 00:00:00""""","""""LAST CHANCE: Post-Election Blowout Sale | Save Up To 65%!""""","""""22438""""","""""3163"""""
1004,"""26315927","""""4191""""","""""2017-03-15 00:00:00""""","""""ALC: Gender Diversity In the Camera Industry"", Best Lenses for Event Photography,"" Tips for Flying Your Drone in Cold Weather""""","""""78555""""","""""32128"""""
1005,"""26315926","""""4191""""","""""2017-03-15 00:00:00""""","""""Adorama Madness | Pro Video vs. Tripods""""","""""4308""""","""""789"""""
1009,"""26315922","""""4191""""","""""2017-03-15 00:00:00""""","""""ALC: Gender Diversity In the Camera Industry"", Best Lenses for Event Photography,"" Tips for Flying Your Drone in Cold Weather""""","""""88006""""","""""43759"""""
1010,"""26315921","""""4191""""","""""2017-03-15 00:00:00""""","""""Adorama Madness | Pro Video vs. Tripods""""","""""5727""""","""""1797"""""
1011,"""26315920","""""4191""""","""""2016-10-26 00:00:00""""","""""VIP FLASH SALE! | SAVE UP TO 68% on Refurbished Nikon Cameras""""","""""11210""""","""""4402"""""
1012,"""26315919","""""4191""""","""""2017-08-15 00:00:00""""","""""You Have a Free Gift Waiting For You!""""","""""1292""""","""""574"""""
1013,"""26315918","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""20114""""","""""4468"""""
1014,"""26315917","""""4191""""","""""2017-07-26 00:00:00""""","""""Sitewide Savings On All Your Quality Printing!""""","""""8351""""","""""1980"""""
1015,"""26315916","""""4191""""","""""2016-10-20 00:00:00""""","""""LENS SAVINGS | With the right lens"","" perfect photos are at your fingertips.""""","""""17724""""","""""9074"""""
1016,"""26315915","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""9058""""","""""2467"""""
1017,"""26315914","""""4191""""","""""2016-11-25 00:00:00""""","""""BLACK FRIDAY IS ON | Up To 80% OFF Doorbusters Sitewide!""""","""""1692""""","""""124"""""
1019,"""26315912","""""4191""""","""""2016-11-20 00:00:00""""","""""STARTS NOW | Black Friday TV & Camera Savings of Up To $3000!""""","""""17401""""","""""8712"""""
1020,"""26315911","""""4191""""","""""2016-11-26 00:00:00""""","""""Extended! BLACK FRIDAY Deals Continue + Gift Guide for Phone Addicts!""""","""""51941""""","""""13691"""""
1021,"""26315910","""""4191""""","""""2017-08-15 00:00:00""""","""""You Have a Free Gift Waiting For You!""""","""""11804""""","""""4688"""""
1024,"""26315907","""""4191""""","""""2016-12-15 00:00:00""""","""""JUST EXTENDED: Save Up To 80% On Green Monday Specials!""""","""""14791""""","""""3480"""""
1025,"""26315906","""""4191""""","""""2017-08-20 00:00:00""""","""""Top Tech FLASH SALE""""","""""25834""""","""""12039"""""
1026,"""26315905","""""4191""""","""""2017-03-15 00:00:00""""","""""Adorama Madness | Pro Video vs. Tripods""""","""""63563""""","""""13530"""""
1027,"""26315904","""""4191""""","""""2016-12-15 00:00:00""""","""""JUST EXTENDED: Save Up To 80% On Green Monday Specials!""""","""""53939""""","""""1968"""""
1029,"""26315902","""""4191""""","""""2017-03-14 00:00:00""""","""""Find Your Perfect Tripod for Any Project""""","""""12192""""","""""2138"""""
1030,"""26315901","""""4191""""","""""2016-12-25 00:00:00""""","""""The Last-Minute Gift Everyone Wants""""","""""5151""""","""""366"""""
1031,"""26315900","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""16407""""","""""4793"""""
1032,"""26315899","""""4191""""","""""2017-08-22 00:00:00""""","""""Savor the Summer with This Special Reward!""""","""""2063""""","""""792"""""
1033,"""26315898","""""4191""""","""""2017-07-06 00:00:00""""","""""The Drones You're Looking For""""","""""13209""""","""""1973"""""
1039,"""26315892","""""4191""""","""""2016-10-20 00:00:00""""","""""Midnight Midweek Madness | New Specials Start Now""""","""""67904""""","""""14744"""""
1042,"""26315889","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""9575""""","""""1745"""""
1043,"""26315888","""""4191""""","""""2017-07-06 00:00:00""""","""""The Drones You're Looking For""""","""""12229""""","""""2163"""""
1048,"""26315883","""""4191""""","""""2016-11-17 00:00:00""""","""""GOING ON NOW | Lighting Week Deals of Up To 60% OFF!""""","""""4635""""","""""1049"""""
1049,"""26315882","""""4191""""","""""2017-07-06 00:00:00""""","""""The Drones You're Looking For""""","""""2552""""","""""908"""""
1052,"""26315879","""""4191""""","""""2017-07-06 00:00:00""""","""""Pro Video Picks from Canon and Sony | Our Lowest Prices Ever!""""","""""38379""""","""""6625"""""
1053,"""26315878","""""4191""""","""""2017-07-07 00:00:00""""","""""Extended 4th of July Sale + Nikon Flash Sale!""""","""""44226""""","""""17716"""""
1072,"""26315859","""""4191""""","""""2017-07-09 00:00:00""""","""""Early Bird Gets These New Deals!""""","""""28534""""","""""4498"""""
1074,"""26315857","""""4191""""","""""2016-12-07 00:00:00""""","""""We had to bring it back again!""""","""""5283""""","""""1150"""""
1075,"""26315856","""""4191""""","""""2016-12-08 00:00:00""""","""""Up to 80% MARKDOWNS. Nikon"", Canon, Sony,"" Seagate + Deal of the Day!""""","""""136776""""","""""26945"""""
1077,"""26315854","""""4191""""","""""2016-11-29 00:00:00""""","""""ANOTHER DAY OF DEALS | Hundreds of Cyber Monday Deals are Still Here!""""","""""2844""""","""""713"""""
1078,"""26315853","""""4191""""","""""2017-07-09 00:00:00""""","""""Early Bird Gets These New Deals!""""","""""74350""""","""""8057"""""
1079,"""26315852","""""4191""""","""""2017-08-24 00:00:00""""","""""Last Chance For Summer Specials Plus A Reward From Us!""""","""""4686""""","""""820"""""
1080,"""26315851","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""7977""""","""""1357"""""
1081,"""26315850","""""4191""""","""""2017-08-20 00:00:00""""","""""Still Up? Midnight Markdowns Just Started.""""","""""5361""""","""""928"""""
1082,"""26315849","""""4191""""","""""2016-11-14 00:00:00""""","""""Shop Early Black Friday Deals on Drones & Action Cams!""""","""""4422""""","""""1516"""""
1083,"""26315848","""""4191""""","""""2017-03-12 00:00:00""""","""""Daylight Savings Sale | ONE DAY LEFT!""""","""""73671""""","""""22665"""""
1085,"""26315846","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""15511""""","""""1567"""""
1086,"""26315845","""""4191""""","""""2017-08-15 00:00:00""""","""""You Have a Free Gift Waiting For You!""""","""""12829""""","""""2639"""""
1088,"""26315843","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""15517""""","""""1556"""""
1091,"""26315840","""""4191""""","""""2017-03-12 00:00:00""""","""""Daylight Savings Sale | ONE DAY LEFT!""""","""""76463""""","""""26071"""""
1092,"""26315839","""""4191""""","""""2016-10-21 00:00:00""""","""""Save on Refurbished Gear |  Up To 60% OFF!""""","""""7608""""","""""2611"""""
1093,"""26315838","""""4191""""","""""2016-11-08 00:00:00""""","""""VOTE for Savings| Your Choice of DJI Phantom 3 Quadcopter""""","""""14226""""","""""3618"""""
1094,"""26315837","""""4191""""","""""2016-11-30 00:00:00""""","""""Watch it Now! It's the Top Photographer Finale! Plus"","" Get 12 Fabulous Gift Ideas the Entire Family Will Love""""","""""28773""""","""""1227"""""
1096,"""26315835","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""18101""""","""""5569"""""
1097,"""26315834","""""4191""""","""""2017-07-09 00:00:00""""","""""Early Bird Gets These New Deals!""""","""""5653""""","""""1799"""""
1099,"""26315832","""""4191""""","""""2016-11-20 00:00:00""""","""""STARTS NOW | Black Friday TV & Camera Savings of Up To $3000!""""","""""166019""""","""""66246"""""
1100,"""26315831","""""4191""""","""""2016-12-23 00:00:00""""","""""Last Chance to Claim Your Mystery Gift!""""","""""154183""""","""""49464"""""
1101,"""26315830","""""4191""""","""""2016-11-14 00:00:00""""","""""Shop Early Black Friday Deals on Drones & Action Cams!""""","""""12351""""","""""3306"""""
1102,"""26315829","""""4191""""","""""2017-08-20 00:00:00""""","""""Top Tech FLASH SALE""""","""""16990""""","""""3109"""""
1103,"""26315828","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""13227""""","""""3794"""""
1104,"""26315827","""""4191""""","""""2016-09-14 00:00:00""""","""""Scratch to Reveal Your Secret Sale!""""","""""13962""""","""""2993"""""
1105,"""26315826","""""4191""""","""""2017-07-09 00:00:00""""","""""Early Bird Gets These New Deals!""""","""""20303""""","""""4912"""""
1106,"""26315825","""""4191""""","""""2016-11-14 00:00:00""""","""""Shop Early Black Friday Deals on Drones & Action Cams!""""","""""41431""""","""""4823"""""
1107,"""26315824","""""4191""""","""""2016-11-16 00:00:00""""","""""ALC: Top Photographer Episode 3"","" Getting More Creative With Professional Self-Portraits & Why You Should Upgrade to Sigma Prime Lenses""""","""""63055""""","""""3753"""""
1108,"""26315823","""""4191""""","""""2016-11-28 00:00:00""""","""""CYBER MONDAY IS ON! | New Deals of Up To 80% OFF Start Now!""""","""""25206""""","""""12246"""""
1109,"""26315822","""""4191""""","""""2017-01-02 00:00:00""""","""""LAST CHANCE: New Deals For The New Year""""","""""50508""""","""""14189"""""
1110,"""26315821","""""4191""""","""""2017-07-09 00:00:00""""","""""Lowest Prices Ever on Flashpoint!""""","""""13265""""","""""2690"""""
1111,"""26315820","""""4191""""","""""2016-12-13 00:00:00""""","""""Up To $200 OFF DJI & GoPro Gifts and Accessories""""","""""4982""""","""""388"""""
1112,"""26315819","""""4191""""","""""2016-10-28 00:00:00""""","""""Flash Sale: Canon T6 with 2 Lenses & Free Printer--$349 Final Price""""","""""7276""""","""""1829"""""
1113,"""26315818","""""4191""""","""""2016-11-15 00:00:00""""","""""GOING ON NOW | Lighting Week Deals of Up To 60% OFF!""""","""""54383""""","""""23783"""""
1114,"""26315817","""""4191""""","""""2016-12-13 00:00:00""""","""""Up To $200 OFF DJI & GoPro Gifts and Accessories""""","""""4278""""","""""1044"""""
1115,"""26315816","""""4191""""","""""2016-11-19 00:00:00""""","""""Holiday Buying Guide for the Filmmaker | Top Picks & Popular Items""""","""""2141""""","""""1049"""""
1117,"""26315814","""""4191""""","""""2016-11-05 00:00:00""""","""""Take a Peek at our Exclusive Holiday Buying Guide""""","""""2093""""","""""1051"""""
1118,"""26315813","""""4191""""","""""2017-08-24 00:00:00""""","""""Last Chance For Summer Specials Plus A Reward From Us!""""","""""146""""","""""17"""""
1119,"""26315812","""""4191""""","""""2016-09-10 00:00:00""""","""""Shop Open Box Camera Deals | Limited Time Only!""""","""""29767""""","""""8413"""""
1120,"""26315811","""""4191""""","""""2016-09-13 00:00:00""""","""""Claim Your Secret September Deal Before Everyone Else!""""","""""24665""""","""""6041"""""
1121,"""26315810","""""4191""""","""""2016-10-20 00:00:00""""","""""LENS SAVINGS | With the right lens"","" perfect photos are at your fingertips.""""","""""167""""","""""86"""""
1122,"""26315809","""""4191""""","""""2016-09-13 00:00:00""""","""""Claim Your Secret September Deal Before Everyone Else!""""","""""28305""""","""""11606"""""
1123,"""26315808","""""4191""""","""""2016-11-11 00:00:00""""","""""Last Chance Fall Clearance Starts at Midnight! | Up To 60% OFF""""","""""17539""""","""""8836"""""
1124,"""26315807","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""18082""""","""""5530"""""
1125,"""26315806","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""24953""""","""""3927"""""
1126,"""26315805","""""4191""""","""""2016-09-12 00:00:00""""","""""New from Apple | The Biggest Announcement of the Season""""","""""18141""""","""""6938"""""
1127,"""26315804","""""4191""""","""""2017-08-25 00:00:00""""","""""End of Summer CLEARANCE Starts Today!""""","""""30921""""","""""5099"""""
1128,"""26315803","""""4191""""","""""2017-08-18 00:00:00""""","""""2 Day Shipping on Solar Telescopes!""""","""""27096""""","""""13034"""""
1129,"""26315802","""""4191""""","""""2017-08-20 00:00:00""""","""""Top Tech FLASH SALE""""","""""16203""""","""""3039"""""
1130,"""26315801","""""4191""""","""""2016-09-28 00:00:00""""","""""Take Advantage of Big Savings from DJI"", Nikon,"" Olympus and More!""""","""""7181""""","""""2012"""""
1131,"""26315800","""""4191""""","""""2016-11-26 00:00:00""""","""""Extended! BLACK FRIDAY Deals Continue + Gift Guide for Phone Addicts!""""","""""39905""""","""""1032"""""
1132,"""26315799","""""4191""""","""""2016-12-19 00:00:00""""","""""Day 6 | Hurry! Only 6 Days Left.""""","""""19075""""","""""7400"""""
1133,"""26315798","""""4191""""","""""2016-12-20 00:00:00""""","""""Get Free Overnight Shipping On Thousands Of Items!""""","""""268962""""","""""2362"""""
1134,"""26315797","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""810""""","""""345"""""
1135,"""26315796","""""4191""""","""""2016-12-20 00:00:00""""","""""Get Free Overnight Shipping On Thousands Of Items!""""","""""18608""""","""""4222"""""
1136,"""26315795","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""92556""""","""""14352"""""
1138,"""26315793","""""4191""""","""""2017-03-12 00:00:00""""","""""Daylight Savings Sale | ONE DAY LEFT!""""","""""27769""""","""""4936"""""
1139,"""26315792","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""13367""""","""""4233"""""
1140,"""26315791","""""4191""""","""""2017-08-22 00:00:00""""","""""Savor the Summer with This Special Reward!""""","""""30775""""","""""4730"""""
1141,"""26315790","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""24934""""","""""4033"""""
1142,"""26315789","""""4191""""","""""2016-11-29 00:00:00""""","""""ANOTHER DAY OF DEALS | Hundreds of Cyber Monday Deals are Still Here!""""","""""29554""""","""""5690"""""
1143,"""26315788","""""4191""""","""""2017-08-24 00:00:00""""","""""Last Chance For Summer Specials Plus A Reward From Us!""""","""""23743""""","""""7338"""""
1144,"""26315787","""""4191""""","""""2017-03-11 00:00:00""""","""""Daylight Savings Two-Day Sale Starts Tonight!""""","""""28039""""","""""4857"""""
1145,"""26315786","""""4191""""","""""2016-09-26 00:00:00""""","""""Your September Rebates are Expiring | Up To $700 in Savings""""","""""14354""""","""""2271"""""
1146,"""26315785","""""4191""""","""""2016-12-13 00:00:00""""","""""Up To $200 OFF DJI & GoPro Gifts and Accessories""""","""""1442""""","""""382"""""
1147,"""26315784","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""41550""""","""""11851"""""
1148,"""26315783","""""4191""""","""""2017-03-11 00:00:00""""","""""Daylight Savings Two-Day Sale Starts Tonight!""""","""""116585""""","""""26702"""""
1149,"""26315782","""""4191""""","""""2016-11-06 00:00:00""""","""""ALC: Olympus’ Big Announcement"","" 4 Lighting Techniques & Sony A6300 vs A7 Comparison""""","""""50365""""","""""13758"""""
1150,"""26315781","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""1816""""","""""618"""""
1152,"""26315779","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""8946""""","""""2251"""""
1154,"""26315777","""""4191""""","""""2016-11-14 00:00:00""""","""""ALC: 5 Tips for Learning to Shoot Without All That Equipment"","" Top Photographer Episode 2 & Best Budget Mirrorless Cameras under $500""""","""""17221""""","""""6169"""""
1155,"""26315776","""""4191""""","""""2016-10-31 00:00:00""""","""""Top Halloween Deals + New November Rebates of Up To $400 OFF!""""","""""26560""""","""""6706"""""
1157,"""26315774","""""4191""""","""""2016-11-09 00:00:00""""","""""DEAL OF THE DAY | Save 66% OFF our Samson SR950 Headphone""""","""""6088""""","""""1997"""""
1158,"""26315773","""""4191""""","""""2017-03-15 00:00:00""""","""""Adorama Madness | Pro Video vs. Tripods""""","""""21022""""","""""4560"""""
1160,"""26315771","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""31719""""","""""3336"""""
1161,"""26315770","""""4191""""","""""2016-12-16 00:00:00""""","""""Our 2016 Buying Guide--Buy the Best Gifts for Everyone on your list today!""""","""""6942""""","""""199"""""
1162,"""26315769","""""4191""""","""""2017-08-18 00:00:00""""","""""24 Hours Left!""""","""""33169""""","""""9115"""""
1163,"""26315768","""""4191""""","""""2017-08-23 00:00:00""""","""""Summer Is Not Over Yet!""""","""""5286""""","""""893"""""
1164,"""26315767","""""4191""""","""""2016-10-30 00:00:00""""","""""Reveal Your Halloween Mystery Deals Before They're Gone!""""","""""25157""""","""""6766"""""
1165,"""26315766","""""4191""""","""""2017-08-17 00:00:00""""","""""Exclusive 48 Hour Price Drops Start Now!""""","""""3007""""","""""745"""""
1166,"""26315765","""""4191""""","""""2016-09-12 00:00:00""""","""""New from Apple | The Biggest Announcement of the Season""""","""""23639""""","""""10303"""""
1167,"""26315764","""""4191""""","""""2016-09-13 00:00:00""""","""""Claim Your Secret September Deal Before Everyone Else!""""","""""25090""""","""""11996"""""
1171,"""26315760","""""4191""""","""""2016-09-27 00:00:00""""","""""New DJI Drone Announcement"","" September's Best Expiring Rebates""""","""""5085""""","""""1983"""""
1172,"""26315759","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""38323""""","""""12984"""""
1173,"""26315758","""""4191""""","""""2016-11-16 00:00:00""""","""""We've got the PERFECT GIFT for someone who has everything""""","""""15471""""","""""4849"""""
1174,"""26315757","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""1815""""","""""577"""""
1175,"""26315756","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""30588""""","""""10630"""""
1176,"""26315755","""""4191""""","""""2017-08-22 00:00:00""""","""""Don't Miss our Exclusive Sony Trade-Up Offer + New Savings!""""","""""15862""""","""""3009"""""
1177,"""26315754","""""4191""""","""""2017-07-05 00:00:00""""","""""Huge 24 Hour PRICE DROPS on Yuneec Drones!""""","""""23265""""","""""4034"""""
1178,"""26315753","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""20319""""","""""4655"""""
1179,"""26315752","""""4191""""","""""2016-10-07 00:00:00""""","""""Warehouse Clearance Savings Continue | Save Up to 70%!""""","""""14783""""","""""2103"""""
1181,"""26315750","""""4191""""","""""2017-07-10 00:00:00""""","""""##[F][S][P][first_name[Hey]]##"","" Trade Up to the New Canon 6D Mark II!""""","""""1221""""","""""612"""""
1182,"""26315749","""""4191""""","""""2016-10-02 00:00:00""""","""""Starts Today! Save On Canon"", Nikon, Sony, Panasonic,"" Nest""""","""""52253""""","""""22761"""""
1184,"""26315747","""""4191""""","""""2017-02-13 00:00:00""""","""""##[F][S][P][first_name[Hey]]##"","" this Clearance Sale is one you don't want to miss!""""","""""546231""""","""""73615"""""
1185,"""26315746","""""4191""""","""""2016-12-17 00:00:00""""","""""It's Day 4 | You Have 8 DAYS Left to Buy a Gift!""""","""""6928""""","""""510"""""
1186,"""26315745","""""4191""""","""""2016-11-01 00:00:00""""","""""New November Rebates of Up To $400 OFF!""""","""""8238""""","""""2206"""""
1188,"""26315743","""""4191""""","""""2017-07-09 00:00:00""""","""""Early Bird Gets These New Deals!""""","""""59669""""","""""17666"""""
1189,"""26315742","""""4191""""","""""2016-12-17 00:00:00""""","""""It's Day 4 | You Have 8 DAYS Left to Buy a Gift!""""","""""11311""""","""""2449"""""
1190,"""26315741","""""4191""""","""""2017-08-16 00:00:00""""","""""It's Your Last Chance To Claim Your Free Gift!""""","""""13349""""","""""4132"""""
1191,"""26315740","""""4191""""","""""2016-11-29 00:00:00""""","""""ANOTHER DAY OF DEALS | Hundreds of Cyber Monday Deals are Still Here!""""","""""29629""""","""""7190"""""
1192,"""26315739","""""4191""""","""""2017-03-10 00:00:00""""","""""Pro Picks of the Month | New Gear"","" Arrivals and Deals""""","""""41385""""","""""4384"""""
1194,"""26315737","""""4191""""","""""2017-08-23 00:00:00""""","""""Summer Is Not Over Yet!""""","""""1669""""","""""616"""""
1195,"""26315736","""""4191""""","""""2017-03-10 00:00:00""""","""""Pro Picks of the Month | New Gear"","" Arrivals and Deals""""","""""7352""""","""""1054"""""
1196,"""26315735","""""4191""""","""""2017-07-10 00:00:00""""","""""Hours Left for Unbeatable Deals of Up To 75% OFF!""""","""""27370""""","""""3895"""""
1197,"""26315734","""""4191""""","""""2017-08-24 00:00:00""""","""""Last Chance For Summer Specials Plus A Reward From Us!""""","""""8282""""","""""1846"""""
1198,"""26315733","""""4191""""","""""2017-07-10 00:00:00""""","""""Hours Left for Unbeatable Deals of Up To 75% OFF!""""","""""31165""""","""""4787"""""
1199,"""26315732","""""4191""""","""""2016-09-20 00:00:00""""","""""Latest from Photokina | New Arrivals from Nikon"", Olympus, Panasonic,"" Zeiss and More!""""","""""1505""""","""""512"""""
1200,"""26315731","""""4191""""","""""2017-07-10 00:00:00""""","""""Hours Left for Unbeatable Deals of Up To 75% OFF!""""","""""71812""""","""""6970"""""
1201,"""26315730","""""4191""""","""""2017-03-10 00:00:00""""","""""24 Hours Only | $300 OFF Apple MacBook Pro!""""","""""64157""""","""""17691"""""
1202,"""26315729","""""4191""""","""""2017-01-09 00:00:00""""","""""Holiday Gift Accessory Sale | Up To 40% OFF""""","""""10086""""","""""3139"""""
1203,"""26315728","""""4191""""","""""2017-07-10 00:00:00""""","""""Hours Left for Unbeatable Deals of Up To 75% OFF!""""","""""9179""""","""""1472"""""
1204,"""26315727","""""4191""""","""""2017-08-16 00:00:00""""","""""World-Class Photography Classes that Fit Your Budget""""","""""66473""""","""""27318"""""
1205,"""26315726","""""4191""""","""""2016-12-16 00:00:00""""","""""Our 2016 Buying Guide--Buy the Best Gifts for Everyone on your list today!""""","""""109191""""","""""15687"""""
1206,"""26315725","""""4191""""","""""2017-07-16 00:00:00""""","""""It's Our Birthday... But You're Getting The Gift!""""","""""5504""""","""""2001"""""
1207,"""26315724","""""4191""""","""""2017-07-09 00:00:00""""","""""Must-Haves For Your Next Trip""""","""""36116""""","""""6531"""""
1209,"""26315722","""""4191""""","""""2017-03-08 00:00:00""""","""""UAVs Are Changing Your View!""""","""""6187""""","""""832"""""
1210,"""26315721","""""4191""""","""""2016-11-01 00:00:00""""","""""New November Rebates of Up To $400 OFF!""""","""""11098""""","""""6396"""""
1213,"""26315718","""""4191""""","""""2016-11-15 00:00:00""""","""""GOING ON NOW | Lighting Week Deals of Up To 60% OFF!""""","""""4036""""","""""412"""""
1214,"""26315717","""""4191""""","""""2017-08-22 00:00:00""""","""""Savor the Summer with This Special Reward!""""","""""91006""""","""""13781"""""
1215,"""26315716","""""4191""""","""""2016-12-21 00:00:00""""","""""4 MORE DAYS LEFT | Order your Gifts TODAY""""","""""57619""""","""""2094"""""
1216,"""26315715","""""4191""""","""""2017-08-22 00:00:00""""","""""Savor the Summer with This Special Reward!""""","""""4894""""","""""759"""""
1217,"""26315714","""""4191""""","""""2017-07-10 00:00:00""""","""""Hours Left for Unbeatable Deals of Up To 75% OFF!""""","""""3641""""","""""449"""""
1218,"""26315713","""""4191""""","""""2017-03-08 00:00:00""""","""""Hurry"","" You’ve Got 48 Hours to Save Up To 64%!""""","""""45379""""","""""5960"""""
1219,"""26315712","""""4191""""","""""2017-08-21 00:00:00""""","""""Exclusive 12 Hour Eclipse Sale Starts Now!""""","""""30994""""","""""3233"""""
1220,"""26315711","""""4191""""","""""2017-08-23 00:00:00""""","""""How to Shoot 360 Videos"","" Quick Tips for Shooting the Moon""""","""""48528""""","""""10277"""""
1221,"""26315710","""""4191""""","""""2016-12-27 00:00:00""""","""""Last Chance to Gift Yourself with Up To 60% OFF!""""","""""18219""""","""""3134"""""
1222,"""26315709","""""4191""""","""""2017-07-10 00:00:00""""","""""Hours Left for Unbeatable Deals of Up To 75% OFF!""""","""""6296""""","""""1410"""""
1232,"""26315699","""""4191""""","""""2017-07-11 00:00:00""""","""""Limited Time Only | Up To 75% OFF!""""","""""73411""""","""""7442"""""
1236,"""26315695","""""4191""""","""""2017-07-26 00:00:00""""","""""Sitewide Savings On All Your Quality Printing!""""","""""741""""","""""196"""""
1237,"""26315694","""""4191""""","""""2017-07-26 00:00:00""""","""""Make Your Masterpiece""""","""""732""""","""""200"""""
1238,"""26315693","""""4191""""","""""2017-07-11 00:00:00""""","""""Limited Time Only | Up To 75% OFF!""""","""""26446""""","""""9607"""""
